2026-07-07 15:37:29 INFO  testcases.TC_15_ValidatePopularModelsPrice - Car Price : Rs. 68.00 Lakh
2026-07-07 15:37:29 INFO  testcases.TC_15_ValidatePopularModelsPrice - Car Price : Rs. 11.75 Lakh
2026-07-07 15:37:29 INFO  listeners.TestListener - Test Passed: validatePopularModelsPrice
2026-07-07 15:37:40 INFO  listeners.TestListener - Test Started: invalidEmail
2026-07-07 15:37:40 INFO  testcases.TC_16_ValidateLoginOptions - Login with Google, Facebook, Apple are available
2026-07-07 15:37:40 INFO  testcases.TC_16_ValidateLoginOptions - Screenshot captured successfully: LoginOption.png
2026-07-07 15:37:40 INFO  listeners.TestListener - Test Passed: invalidEmail
2026-07-07 15:37:50 INFO  listeners.TestListener - Test Started: invalidEmail
2026-07-07 15:37:55 INFO  testcases.TC_17_InvalidEmail - Invalid Email is not accepted
2026-07-07 15:37:55 INFO  testcases.TC_17_InvalidEmail - Screenshot captured successfully: InvalidEmail.png
2026-07-07 15:37:55 INFO  listeners.TestListener - Test Passed: invalidEmail
2026-07-07 15:38:05 INFO  listeners.TestListener - Test Started: invalidEmail
2026-07-07 15:38:09 INFO  testcases.TC_18_InvalidPhoneNumber - Invalid phone number
2026-07-07 15:38:09 INFO  listeners.TestListener - Test Passed: invalidEmail
2026-07-07 15:38:19 INFO  listeners.TestListener - Test Started: invalidEmail
2026-07-07 15:38:23 INFO  testcases.TC_19_EmptyEmail - Empty Email is not accepted
2026-07-07 15:38:23 INFO  testcases.TC_19_EmptyEmail - Screenshot captured successfully: EmptyEmail.png
2026-07-07 15:38:23 INFO  listeners.TestListener - Test Passed: invalidEmail
2026-07-07 15:38:29 INFO  listeners.TestListener - Test Started: invalidEmail
2026-07-07 15:38:39 INFO  testcases.TC_20_ValidEmail - Valid Email is accepted
2026-07-07 15:38:39 INFO  testcases.TC_20_ValidEmail - Screenshot captured successfully: ValidEmail.png
2026-07-07 15:38:39 INFO  listeners.TestListener - Test Passed: invalidEmail
2026-07-07 15:38:42 INFO  listeners.TestListener - Test Suite Finished: C:/Users/2497720/IdeaProjects/ZigWheels-Automation-Framework/src/test/java/testcases/TC_01_InvalidEmail.java
2026-07-07 15:46:09 INFO  testcases.TC_05_ValidateCarCard - Bike Images are Displayed
2026-07-07 15:46:10 INFO  testcases.TC_05_ValidateCarCard - Bike Names are Displayed
2026-07-07 15:46:11 INFO  testcases.TC_05_ValidateCarCard - Bike Price are Displayed
2026-07-07 15:46:11 INFO  testcases.TC_05_ValidateCarCard - Validated the Car card successfully
